QUICARE	NAO SE APLICA	100.00	1.71	0.12	23.40	1.80	8.00	0.03	0.00
MANDIOCA	CRU(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
MANDIOCA	COZIDO(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
MANDIOCA	ASSADO(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
MANDIOCA	FRITO(A)	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
MANDIOCA	REFOGADO(A)	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
MANDIOCA	MOLHO VERMELHO	104.80	0.74	0.28	25.16	1.58	105.60	0.09	0.00
MANDIOCA	COM MANTEIGA/OLEO	154.60	0.61	4.34	28.60	1.52	29.75	2.66	0.16
MANDIOCA	ENSOPADO	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
MANDIOCA	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
MANDIOCA	NAO SE APLICA	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
AIPIM	COZIDO(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
AIPIM	ASSADO(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
AIPIM	FRITO(A)	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
AIPIM	EMPANADO(A)/A MILANESA	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
AIPIM	REFOGADO(A)	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
AIPIM	MOLHO VERMELHO	104.80	0.74	0.28	25.16	1.58	105.60	0.09	0.00
AIPIM	COM MANTEIGA/OLEO	154.60	0.61	4.34	28.60	1.52	29.75	2.66	0.16
AIPIM	ENSOPADO	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
AIPIM	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
AIPIM	NAO SE APLICA	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
MACAXEIRA	CRU(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
MACAXEIRA	COZIDO(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
MACAXEIRA	ASSADO(A)	125.00	0.60	0.30	30.10	1.60	1.00	0.10	0.00
MACAXEIRA	FRITO(A)	162.74	0.57	5.26	28.60	1.52	0.95	0.87	0.03
CARA	COZIDO(A)	100.00	1.71	0.12	23.40	1.80	8.00	0.03	0.00
CARA	FRITO(A)	115.74	1.71	1.90	23.40	1.80	8.00	0.28	0.00
CARA	REFOGADO(A)	115.74	1.71	1.90	23.40	1.80	8.00	0.28	0.00
CARA	ENSOPADO	115.74	1.71	1.90	23.40	1.80	8.00	0.28	0.00
CARA	MINGAU	100.00	1.71	0.12	23.40	1.80	8.00	0.03	0.00
CARA	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
INHAME CARAQUENTO (CARA)	COZIDO(A)	100.00	1.71	0.12	23.40	1.80	8.00	0.03	0.00
BATATA (NÃO ESPECIFICADA)	CRU(A)	86.00	1.71	0.10	20.01	2.05	5.00	0.03	0.00
BATATA (NÃO ESPECIFICADA)	COZIDO(A)	86.00	1.71	0.10	20.01	2.05	5.00	0.03	0.00
BATATA (NÃO ESPECIFICADA)	GRELHADO(A)/BRASA/CHURRASCO	86.00	1.71	0.10	20.01	2.05	5.00	0.03	0.00
BATATA (NÃO ESPECIFICADA)	ASSADO(A)	86.00	1.71	0.10	20.01	2.05	5.00	0.03	0.00
BATATA (NÃO ESPECIFICADA)	FRITO(A)	263.50	2.87	13.64	33.60	3.44	8.40	2.15	0.07
BATATA (NÃO ESPECIFICADA)	REFOGADO(A)	111.74	1.71	3.01	20.01	2.05	5.00	0.48	0.02
BATATA (NÃO ESPECIFICADA)	MOLHO VERMELHO	73.60	1.63	0.12	17.08	1.94	108.80	0.03	0.00
BATATA (NÃO ESPECIFICADA)	MOLHO BRANCO	101.39	2.15	2.57	17.86	1.68	24.92	1.55	0.10
BATATA (NÃO ESPECIFICADA)	AO VINAGRETE	111.74	1.71	3.01	20.01	2.05	5.00	0.48	0.02
BATATA (NÃO ESPECIFICADA)	ENSOPADO	111.74	1.71	3.01	20.01	2.05	5.00	0.48	0.02
BATATA (NÃO ESPECIFICADA)	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
BATATA (NÃO ESPECIFICADA)	NAO SE APLICA	86.00	1.71	0.10	20.01	2.05	5.00	0.03	0.00
MANDIOQUINHA	COZIDO(A)	76.00	1.37	0.14	17.72	2.50	27.00	0.03	0.00
MANDIOQUINHA	FRITO(A)	116.40	1.30	5.13	16.83	2.38	25.65	0.75	0.00
MANDIOQUINHA	REFOGADO(A)	91.74	1.37	1.92	17.72	2.50	27.00	0.29	0.00
MANDIOQUINHA	ENSOPADO	91.74	1.37	1.92	17.72	2.50	27.00	0.29	0.00
RABANETE	CRU(A)	16.00	0.68	0.10	3.40	1.60	39.00	0.03	0.00
RABANETE	COZIDO(A)	18.00	0.60	0.10	4.10	1.60	21.00	0.03	0.00
RABANETE	AO VINAGRETE	18.00	0.60	0.10	4.10	1.60	21.00	0.03	0.00
BETERRABA	CRU(A)	43.00	1.61	0.17	9.56	2.80	78.00	0.03	0.00
BETERRABA	COZIDO(A)	44.00	1.68	0.18	9.96	2.00	77.00	0.03	0.00
BETERRABA	REFOGADO(A)	67.62	1.68	2.85	9.96	2.00	77.00	0.41	0.00
BETERRABA	AO VINAGRETE	44.00	1.68	0.18	9.96	2.00	77.00	0.03	0.00
BETERRABA	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
BETERRABA	NAO SE APLICA	43.00	1.61	0.17	9.56	2.80	78.00	0.03	0.00
CENOURA	CRU(A)	41.00	0.93	0.24	9.58	2.80	69.00	0.04	0.00
CENOURA	COZIDO(A)	35.00	0.76	0.18	8.22	3.00	58.00	0.03	0.00
CENOURA	FRITO(A)	60.47	0.74	3.17	7.97	2.91	56.26	0.46	0.00
CENOURA	REFOGADO(A)	60.47	0.74	3.17	7.97	2.91	56.26	0.46	0.00
CENOURA	MOLHO VERMELHO	32.80	0.87	0.18	7.65	2.70	151.20	0.03	0.00
CENOURA	AO ALHO E OLEO	60.47	0.74	3.17	7.97	2.91	56.26	0.46	0.00
CENOURA	COM MANTEIGA/OLEO	56.74	0.79	2.64	8.22	3.00	75.46	1.59	0.10
CENOURA	AO VINAGRETE	35.00	0.76	0.18	8.22	3.00	58.00	0.03	0.00
CENOURA	ENSOPADO	60.47	0.74	3.17	7.97	2.91	56.26	0.46	0.00
CENOURA	SOPA	31.44	0.95	0.12	7.01	0.71	310.43	0.04	0.00
CENOURA	NAO SE APLICA	41.00	0.93	0.24	9.58	2.80	69.00	0.04	0.00
NABO	COZIDO(A)	22.00	0.71	0.08	5.06	2.00	16.00	0.01	0.00
NABO	REFOGADO(A)	47.74	0.71	2.99	5.06	2.00	16.00	0.46	0.02
ACAFRAO	CRU(A)	310.00	11.43	5.85	65.37	3.90	148.00	1.59	0.00
BATATA INGLESA ORGANICA	FRITO(A)	263.50	2.87	13.64	33.60	3.44	8.40	2.15	0.07
CREME DE ARROZ	NAO SE APLICA	148.32	3.80	3.30	26.07	0.30	387.30	1.84	0.11
ARROZINA	NAO SE APLICA	148.32	3.80	3.30	26.07	0.30	387.30	1.84	0.11
MUCILON	NAO SE APLICA	78.24	2.42	3.06	10.46	0.17	319.33	1.35	0.23
MINGAU DE ARROZ	NAO SE APLICA	148.32	3.80	3.30	26.07	0.30	387.30	1.84	0.11
CROQUINHOS DE ARROZ	NAO SE APLICA	387.00	12.94	4.54	77.90	14.50	8.00	0.70	0.00
FARINHA DE AVEIA	NAO SE APLICA	384.00	16.00	6.30	67.00	9.80	4.00	1.11	0.00
AVEIA EM FLOCOS	NAO SE APLICA	384.00	16.00	6.30	67.00	9.80	4.00	1.11	0.00
FUBA DE MILHO	NAO SE APLICA	60.58	1.44	0.20	13.00	0.26	2.65	0.03	0.00
FARINHA DE MILHO	NAO SE APLICA	351.00	7.20	1.50	79.10	5.50	45.00	0.40	0.00
PUBA DE MILHO	NAO SE APLICA	311.00	4.80	12.40	45.10	0.70	134.00	4.50	1.99
PUBA DE FUBA	NAO SE APLICA	311.00	4.80	12.40	45.10	0.70	134.00	4.50	1.99
MILHO MOIDO	COZIDO(A)	160.14	3.32	7.18	25.11	4.25	244.96	1.12	0.03
MINGAU DE MILHO	NAO SE APLICA	78.24	2.42	3.06	10.46	0.17	319.33	1.35	0.23
AMIDO DE MILHO	NAO SE APLICA	78.24	2.42	3.06	10.46	0.17	319.33	1.35	0.23
AMIDO DE ARROZ	NAO SE APLICA	148.32	3.80	3.30	26.07	0.30	387.30	1.84	0.11
CREMOGEMA	NAO SE APLICA	78.24	2.42	3.06	10.46	0.17	319.33	1.35	0.23
VITAMILHO	NAO SE APLICA	128.30	4.35	0.22	26.42	1.71	261.48	0.04	0.00
CREME DE MILHO	NAO SE APLICA	78.24	2.42	3.06	10.46	0.17	319.33	1.35	0.23
SUCRILHOS DE MILHO	NAO SE APLICA	377.00	4.70	0.70	88.80	2.10	405.00	0.00	0.00
CEREAL MATINAL DE MILHO EM FLOCOS	NAO SE APLICA	377.00	4.70	0.70	88.80	2.10	405.00	0.00	0.00
GERME DE TRIGO	NAO SE APLICA	360.00	23.15	9.72	51.80	13.20	12.00	1.67	0.00
FIBRA DE TRIGO	NAO SE APLICA	216.00	15.55	4.25	64.51	42.80	2.00	0.63	0.00
FIBRA DE CEREAL TRIGO	NAO SE APLICA	216.00	15.55	4.25	64.51	42.80	2.00	0.63	0.00
FARINHA DE MANDIOCA	NAO SE APLICA	361.00	1.60	0.30	87.90	6.40	1.00	0.10	0.10
FARINHA DE COPIOBA	NAO SE APLICA	361.00	1.60	0.30	87.90	6.40	1.00	0.10	0.10
FARINHA DE AGUA	NAO SE APLICA	361.00	1.60	0.30	87.90	6.40	1.00	0.10	0.10
CRUERA	NAO SE APLICA	361.00	1.60	0.30	87.90	6.40	1.00	0.10	0.10
GOMA DE MANDIOCA	NAO SE APLICA	336.00	2.00	0.00	82.00	0.00	1.50	0.00	0.00
SAGU DE MANDIOCA	NAO SE APLICA	116.99	4.33	4.10	15.51	0.03	100.38	1.99	0.10
FARINHA DE TAPIOCA	NAO SE APLICA	331.00	0.50	0.30	81.10	0.60	2.00	0.00	0.00
FARINHA BEIJU	NAO SE APLICA	331.00	0.50	0.30	81.10	0.60	2.00	0.00	0.00
SAGU DE TAPIOCA	NAO SE APLICA	116.99	4.33	4.10	15.51	0.03	100.38	1.99	0.10
TAPIOCA DE GOMA	NAO SE APLICA	336.00	2.00	0.00	82.00	0.00	1.50	0.00	0.00
FARINHA LACTEA	NAO SE APLICA	396.67	12.67	6.33	73.33	2.67	126.67	0.00	0.00
NESTON	NAO SE APLICA	345.80	12.92	0.00	70.80	6.25	550.00	0.00	0.00
FLOCOS DE CEREAIS	NAO SE APLICA	365.00	7.20	1.00	83.80	4.10	655.00	0.00	0.00
VITAFLOCOS	NAO SE APLICA	78.24	2.42	3.06	10.46	0.17	319.33	1.35	0.23
MINI PIZZA SEMIPRONTA	CRU(A)	252.49	10.17	8.22	33.73	1.75	444.42	3.28	0.10
MINI PIZZA SEMIPRONTA	COZIDO(A)	252.49	10.17	8.22	33.73	1.75	444.42	3.28	0.10
MINI PIZZA SEMIPRONTA	ASSADO(A)	252.49	10.17	8.22	33.73	1.75	444.42	3.28	0.10
MINI PIZZA SEMIPRONTA	FRITO(A)	252.49	10.17	8.22	33.73	1.75	444.42	3.28	0.10
MINI PIZZA SEMIPRONTA	NAO SE APLICA	252.49	10.17	8.22	33.73	1.75	444.42	3.28	0.10
FIBRA DE SOJA	NAO SE APLICA	70.00	12.00	2.00	74.00	73.00	20.00	0.29	0.00
MINI PASTEL	NAO SE APLICA	319.81	10.38	15.68	33.51	1.45	413.20	3.16	0.07
MACARRAO 	CRU(A)	158.00	5.80	0.93	30.86	1.80	1.00	0.18	0.00
MACARRAO 	COZIDO(A)	158.00	5.80	0.93	30.86	1.80	1.00	0.18	0.00
MACARRAO 	GRELHADO(A)/BRASA/CHURRASCO	158.00	5.80	0.93	30.86	1.80	1.00	0.18	0.00
MACARRAO 	ASSADO(A)	158.00	5.80	0.93	30.86	1.80	1.00	0.18	0.00
MACARRAO 	FRITO(A)	186.68	5.80	4.17	30.86	1.80	1.00	0.68	0.02
MACARRAO 	EMPANADO(A)/A MILANESA	186.68	5.80	4.17	30.86	1.80	1.00	0.68	0.02
MACARRAO 	REFOGADO(A)	186.68	5.80	4.17	30.86	1.80	1.00	0.68	0.02
MACARRAO 	MOLHO VERMELHO	103.73	3.50	1.92	18.27	1.46	225.72	0.97	0.06
MACARRAO 	MOLHO BRANCO	158.99	5.42	3.23	26.54	1.48	21.72	1.67	0.10
MACARRAO 	AO ALHO E OLEO	186.68	5.80	4.17	30.86	1.80	1.00	0.68	0.02
MACARRAO 	COM MANTEIGA/OLEO	182.22	5.83	3.67	30.86	1.80	20.46	1.91	0.11
MACARRAO 	AO VINAGRETE	158.00	5.80	0.93	30.86	1.80	1.00	0.18	0.00
MACARRAO 	ENSOPADO	186.68	5.80	4.17	30.86	1.80	1.00	0.68	0.02
MACARRAO 	SOPA	158.00	5.80	0.93	30.86	1.80	1.00	0.18	0.00
MACARRAO 	NAO SE APLICA	158.00	5.80	0.93	30.86	1.80	1.00	0.18	0.00
PURE DE BATATA	NAO SE APLICA	115.16	1.81	4.36	17.76	1.78	138.26	2.71	0.17
BIFE VEGETAL	NAO SE APLICA	142.37	18.51	5.32	5.80	0.44	455.73	0.83	0.03
CARNE VEGETAL	FRITO(A)	142.37	18.51	5.32	5.80	0.44	455.73	0.83	0.03
PASTA DE SOJA	NAO SE APLICA	62.00	6.90	2.70	2.40	0.10	36.00	0.41	0.00
CARNE DE SOJA	NAO SE APLICA	142.37	18.51	5.32	5.80	0.44	455.73	0.83	0.03
AMENDOIM MOIDO	NAO SE APLICA	567.00	25.80	49.24	16.13	8.50	18.00	6.83	0.00
GRANOLA 	NAO SE APLICA	388.00	9.50	6.30	73.80	8.50	50.00	0.71	0.00
MUSLI	NAO SE APLICA	388.00	9.50	6.30	73.80	8.50	50.00	0.71	0.00
MIX DE CEREAIS	NAO SE APLICA	388.00	9.50	6.30	73.80	8.50	50.00	0.71	0.00
MIOJO	NAO SE APLICA	189.86	5.65	7.18	25.54	1.16	429.68	2.36	0.20
MACARRAO INSTANTANEO	NAO SE APLICA	189.86	5.65	7.18	25.54	1.16	429.68	2.36	0.20
SUSTAGEM	NAO SE APLICA	369.15	24.05	0.49	68.02	0.00	351.16	0.32	0.03
PROTEINA DE SOJA	NAO SE APLICA	142.37	18.51	5.32	5.80	0.44	455.73	0.83	0.03
PROTEINA VEGETAL	NAO SE APLICA	142.37	18.51	5.32	5.80	0.44	455.73	0.83	0.03
COMPLEMENTO ALIMENTAR DE QUALQUER SABOR	NAO SE APLICA	369.15	24.05	0.49	68.02	0.00	351.16	0.32	0.03
SUCRILHOS DE MILHO LIGHT	NAO SE APLICA	365.00	7.20	1.00	83.80	4.10	655.00	0.00	0.00
MINI PIZZA SEMIPRONTA LIGHT	ASSADO(A)	255.57	14.60	8.45	29.82	1.74	736.75	5.12	0.17
MACARRAO INSTANTANEO LIGHT	SOPA	189.86	5.65	7.18	25.54	1.16	429.68	2.36	0.20
MACARRAO INSTANTANEO LIGHT	NAO SE APLICA	189.86	5.65	7.18	25.54	1.16	429.68	2.36	0.20
PROTEINA DE SOJA ORGANICA	NAO SE APLICA	142.37	18.51	5.32	5.80	0.44	455.73	0.83	0.03
MACARRAO COM CARNE	NAO SE APLICA	120.59	6.22	2.79	17.42	1.25	82.21	0.74	0.08
MACARRAO COM PEIXE	NAO SE APLICA	163.17	14.98	4.13	15.43	0.90	53.00	0.72	0.02
COCO DA BAHIA (SECO OU VERDE)	NAO SE APLICA	354.00	3.33	33.49	15.23	9.00	20.00	29.70	0.00
CASTANHA PORTUGUESA	NAO SE APLICA	131.00	2.00	1.38	27.76	4.14	27.00	0.26	0.00
PINHAO	NAO SE APLICA	174.37	2.98	0.75	43.92	15.60	0.86	0.30	0.00
AMENDOA	NAO SE APLICA	578.00	21.26	50.64	19.74	11.80	1.00	3.88	0.00
AVELA	NAO SE APLICA	628.00	14.95	60.75	16.70	9.70	0.00	4.46	0.00
CASTANHA DO PARA	NAO SE APLICA	656.00	14.32	66.43	12.27	7.50	3.00	15.14	0.00
CASTANHA DE CAJU	NAO SE APLICA	574.00	15.31	46.35	32.69	3.00	16.00	9.16	0.00
BUTIA	NAO SE APLICA	105.00	1.90	2.00	22.80	7.40	0.00	0.00	0.00
TUCUMA	NAO SE APLICA	474.00	5.50	47.20	6.80	19.20	0.00	0.00	0.00
COCO MUCAJA	NAO SE APLICA	404.28	2.08	40.66	13.95	13.44	0.65	7.10	0.00
NOZ (NOGUEIRA)	NAO SE APLICA	654.00	15.23	65.21	13.71	6.70	2.00	6.13	0.00
ACAI 	NAO SE APLICA	262.00	3.60	2.00	57.40	5.92	0.00	0.00	0.00
JUCARA	NAO SE APLICA	262.00	3.60	2.00	57.40	5.92	0.00	0.00	0.00
UACAI	NAO SE APLICA	262.00	3.60	2.00	57.40	5.92	0.00	0.00	0.00
JUSSARA	NAO SE APLICA	262.00	3.60	2.00	57.40	5.92	0.00	0.00	0.00
PUPUNHA	NAO SE APLICA	28.00	2.52	0.62	4.62	2.40	426.00	0.13	0.00
BACABA	NAO SE APLICA	212.00	3.12	19.80	6.60	0.00	0.00	0.00	0.00
BACABUCU	NAO SE APLICA	212.00	3.12	19.80	6.60	0.00	0.00	0.00	0.00
CASTANHA DA INDIA	NAO SE APLICA	656.00	14.32	66.43	12.27	7.50	3.00	15.14	0.00
PISTACHE	NAO SE APLICA	557.00	20.61	44.44	27.97	10.30	1.00	5.44	0.00
BURITI 	NAO SE APLICA	145.00	1.80	8.10	10.20	9.60	0.00	0.00	0.00
COCO 	NAO SE APLICA	354.00	3.33	33.49	15.23	9.00	20.00	29.70	0.00
PATAUA 	NAO SE APLICA	105.00	1.90	2.00	22.80	7.40	0.00	0.00	0.00
ALFACE	NAO SE APLICA	15.00	1.36	0.15	2.79	1.30	28.00	0.02	0.00
BERTALHA	REFOGADO(A)	45.30	2.97	2.78	3.75	2.40	70.00	0.41	0.00
CHICORIA	CRU(A)	17.00	1.25	0.20	3.35	3.10	22.00	0.05	0.00
CHICORIA	COZIDO(A)	58.88	1.90	3.89	5.63	2.00	23.00	0.60	0.02
CHICORIA	REFOGADO(A)	58.88	1.90	3.89	5.63	2.00	23.00	0.60	0.02
CHICORIA	AO VINAGRETE	58.88	1.90	3.89	5.63	2.00	23.00	0.60	0.02
ESCAROLA	NAO SE APLICA	52.88	1.61	3.75	4.31	3.99	29.00	0.56	0.00
COUVE	CRU(A)	30.00	2.45	0.42	5.69	3.60	20.00	0.06	0.00
COUVE	COZIDO(A)	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
COUVE	FRITO(A)	47.13	2.11	2.75	4.91	2.80	16.00	0.39	0.00
COUVE	REFOGADO(A)	47.13	2.11	2.75	4.91	2.80	16.00	0.39	0.00
COUVE	MOLHO VERMELHO	25.60	1.95	0.32	5.00	2.54	117.60	0.04	0.00
COUVE	AO ALHO E OLEO	47.13	2.11	2.75	4.91	2.80	16.00	0.39	0.00
COUVE	COM MANTEIGA/OLEO	43.85	2.13	2.38	4.91	2.80	30.34	1.33	0.08
COUVE	AO VINAGRETE	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
COUVE	ENSOPADO	47.13	2.11	2.75	4.91	2.80	16.00	0.39	0.00
COUVE	MINGAU	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
COUVE	NAO SE APLICA	26.00	2.11	0.36	4.91	2.80	16.00	0.05	0.00
COUVE FLOR	CRU(A)	23.00	1.84	0.45	4.11	2.30	15.00	0.07	0.00
COUVE FLOR	COZIDO(A)	23.00	1.84	0.45	4.11	2.30	15.00	0.07	0.00
COUVE FLOR	FRITO(A)	55.38	1.84	4.11	4.11	2.30	15.00	0.60	0.00
